customer,cluster,cluster_label,cluster_profile
4509,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4510,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4511,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4512,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4513,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4514,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4515,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4516,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4517,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4518,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4519,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4520,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4521,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4523,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4524,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4525,1,New Parents,"Baby%, Drinks%, Home%"
4526,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4527,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4528,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4529,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4530,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4531,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4532,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4533,1,New Parents,"Baby%, Drinks%, Home%"
4534,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4535,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4536,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4537,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4538,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4539,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4540,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4541,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4542,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4543,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4544,1,New Parents,"Baby%, Drinks%, Home%"
4545,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4546,1,New Parents,"Baby%, Drinks%, Home%"
4547,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4548,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4549,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4550,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4551,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4552,1,New Parents,"Baby%, Drinks%, Home%"
4553,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4554,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4555,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4556,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4557,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4558,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4559,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4560,1,New Parents,"Baby%, Drinks%, Home%"
4561,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4562,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4563,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4564,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4565,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4566,1,New Parents,"Baby%, Drinks%, Home%"
4567,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4568,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4569,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4570,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4571,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4572,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4573,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4574,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4575,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4576,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4577,1,New Parents,"Baby%, Drinks%, Home%"
4578,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4579,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4580,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4581,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4582,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4583,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4584,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4585,1,New Parents,"Baby%, Drinks%, Home%"
4586,1,New Parents,"Baby%, Drinks%, Home%"
4587,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4588,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4589,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4590,1,New Parents,"Baby%, Drinks%, Home%"
4591,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4592,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4593,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4594,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4595,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4596,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4597,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4598,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4599,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4600,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4601,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4602,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4603,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4604,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4605,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4607,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4608,1,New Parents,"Baby%, Drinks%, Home%"
4609,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4610,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4611,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4612,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4613,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4614,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4615,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4616,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4617,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4618,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4619,1,New Parents,"Baby%, Drinks%, Home%"
4620,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4621,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4622,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4623,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4624,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4625,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4626,1,New Parents,"Baby%, Drinks%, Home%"
4627,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4628,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4629,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4630,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4631,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4632,1,New Parents,"Baby%, Drinks%, Home%"
4633,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4634,1,New Parents,"Baby%, Drinks%, Home%"
4635,1,New Parents,"Baby%, Drinks%, Home%"
4636,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4637,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4638,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4639,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4640,1,New Parents,"Baby%, Drinks%, Home%"
4641,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4642,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4643,1,New Parents,"Baby%, Drinks%, Home%"
4644,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4645,1,New Parents,"Baby%, Drinks%, Home%"
4646,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4647,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4648,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4649,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4650,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4651,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4652,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4653,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4654,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4655,1,New Parents,"Baby%, Drinks%, Home%"
4656,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4657,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4658,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4659,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4660,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4661,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4662,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4663,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4664,1,New Parents,"Baby%, Drinks%, Home%"
4665,1,New Parents,"Baby%, Drinks%, Home%"
4666,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4667,1,New Parents,"Baby%, Drinks%, Home%"
4668,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4669,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4670,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4671,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4672,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4673,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4674,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4675,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4676,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4677,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4678,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4679,1,New Parents,"Baby%, Drinks%, Home%"
4680,1,New Parents,"Baby%, Drinks%, Home%"
4681,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4682,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4683,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4684,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4685,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4686,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4687,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4688,1,New Parents,"Baby%, Drinks%, Home%"
4689,1,New Parents,"Baby%, Drinks%, Home%"
4690,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4691,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4692,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4693,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4694,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4695,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4696,1,New Parents,"Baby%, Drinks%, Home%"
4697,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4698,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4699,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4700,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4701,1,New Parents,"Baby%, Drinks%, Home%"
4702,1,New Parents,"Baby%, Drinks%, Home%"
4703,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4705,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4706,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4707,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4708,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4709,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4710,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4711,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4712,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4713,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4714,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4717,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4718,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4719,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4720,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4721,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4722,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4723,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4724,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4725,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4726,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4727,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4728,1,New Parents,"Baby%, Drinks%, Home%"
4729,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4730,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4731,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4732,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4733,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4734,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4735,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4736,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4737,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4738,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4739,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4740,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4741,1,New Parents,"Baby%, Drinks%, Home%"
4742,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4743,1,New Parents,"Baby%, Drinks%, Home%"
4744,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4745,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4746,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4747,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4748,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4749,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4750,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4751,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4752,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4753,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4755,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4756,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4757,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4758,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4759,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4760,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4761,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4763,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4764,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4765,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4766,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4767,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4768,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4769,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4770,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4771,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4772,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4774,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4775,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4776,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4777,1,New Parents,"Baby%, Drinks%, Home%"
4778,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4779,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4781,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4782,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4783,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4784,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4785,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4786,1,New Parents,"Baby%, Drinks%, Home%"
4787,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4788,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4789,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4790,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4791,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4792,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4793,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4794,1,New Parents,"Baby%, Drinks%, Home%"
4795,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4796,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4797,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4798,1,New Parents,"Baby%, Drinks%, Home%"
4799,1,New Parents,"Baby%, Drinks%, Home%"
4800,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4801,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4802,1,New Parents,"Baby%, Drinks%, Home%"
4803,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4804,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4805,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4806,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4807,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4808,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4809,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4810,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4811,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4812,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4813,1,New Parents,"Baby%, Drinks%, Home%"
4814,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4815,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4816,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4817,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4818,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4819,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4820,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4821,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4822,1,New Parents,"Baby%, Drinks%, Home%"
4823,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4824,1,New Parents,"Baby%, Drinks%, Home%"
4825,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4826,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4827,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4828,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4829,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4830,1,New Parents,"Baby%, Drinks%, Home%"
4831,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4834,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4835,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4836,1,New Parents,"Baby%, Drinks%, Home%"
4838,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4839,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4841,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4842,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4845,1,New Parents,"Baby%, Drinks%, Home%"
4847,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4848,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4849,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4850,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4851,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4852,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4853,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4854,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4855,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4856,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4860,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4861,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4865,1,New Parents,"Baby%, Drinks%, Home%"
4866,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4867,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4868,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4869,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4870,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4871,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4872,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4873,1,New Parents,"Baby%, Drinks%, Home%"
4874,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4875,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4876,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4877,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4878,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4879,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4881,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4882,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4883,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4884,1,New Parents,"Baby%, Drinks%, Home%"
4885,1,New Parents,"Baby%, Drinks%, Home%"
4886,1,New Parents,"Baby%, Drinks%, Home%"
4887,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4888,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4889,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4890,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4891,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4892,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4893,1,New Parents,"Baby%, Drinks%, Home%"
4895,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4896,1,New Parents,"Baby%, Drinks%, Home%"
4897,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4898,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4899,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4900,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4901,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4902,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4903,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4905,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4906,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4907,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4909,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4911,1,New Parents,"Baby%, Drinks%, Home%"
4912,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4913,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4915,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4916,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4917,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4918,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4920,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4921,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4922,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4923,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4924,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4925,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4926,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4928,1,New Parents,"Baby%, Drinks%, Home%"
4930,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4931,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4932,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4933,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4936,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4938,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4939,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4940,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4941,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4942,2,Food-Focused Shoppers,"Food%, Drinks%, Home%"
4944,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4945,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4946,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4947,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4948,1,New Parents,"Baby%, Drinks%, Home%"
4949,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4951,1,New Parents,"Baby%, Drinks%, Home%"
4952,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4953,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4954,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4955,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4956,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4958,1,New Parents,"Baby%, Drinks%, Home%"
4959,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4960,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4961,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4962,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4963,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4964,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4965,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4966,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4967,3,Drink Enthusiasts,"Drinks%, Fresh%, Food%"
4968,0,Home-Oriented Shoppers,"Home%, Drinks%, Food%"
4969,1,New Parents,"Baby%, Drinks%, Home%"
